,Longitude,Latitude,City name
86,19.884086,43.701892,Сирогојно
87,22.071823,44.203184,Влаоле
88,21.608341,44.451151,Кладурово
89,19.61611,43.687284,Јабланица
90,19.770637,44.114674,Маковиште
91,19.89103,43.55879,Јасеново
92,20.613866,43.311065,Варево
93,21.232503,44.677633,Градска општина Пожаревац
94,20.613685,43.791226,Милочај
95,20.231545,43.701663,Пшаник
96,20.502452,43.679793,Лопатница
97,21.923993,43.85282,Мали Извор
98,20.485565,43.415014,Рудно
99,21.932369,43.645753,Блендија
100,21.802775,43.184106,Шаиновац
101,20.11269,43.755678,Церова
102,21.276021,44.251752,Бобово
103,19.680929,43.517363,Вранеша
104,21.764839,44.584357,Раденка
105,22.278698,44.019038,Рготина
106,22.382673,44.403763,Уровица
107,21.625671,43.226985,Бабин Поток
108,20.417019,43.961035,Брђани
109,21.540901,43.651526,Послон
110,19.931906,43.218248,Тријебине
111,21.595285,44.172076,Липовица
112,22.466708,43.235008,Црноклиште
113,20.799098,43.63426,Отроци
114,19.589654,43.373917,Сељашница
115,21.446554,43.298587,Мршељ
116,21.947078,42.537718,Златокоп
117,21.773772,43.717593,Јошаница
118,22.624504,43.153322,Бериловац
119,22.542493,44.249897,Милошево
120,21.011171,43.924405,Горња Сабанта
121,21.710577,44.273179,Јошаница
122,20.533094,44.181011,Војковци
123,21.5405,42.939523,Доњи Гајтан
124,22.261057,42.977463,Свође
125,20.17008,44.040781,Прањани
126,21.578266,43.789671,Скорица
127,21.011306,44.217589,Доња Рача
128,20.316811,43.850812,Лозница
129,21.122085,43.772351,Опарић
130,20.447037,44.276984,Гараши
131,22.170817,44.413315,Мосна
132,20.561432,44.530391,Ропочево
133,21.038654,43.630818,Медвеђа
134,21.742481,43.515442,Алексиначки Бујмир
135,22.13846,44.293743,Црнајка
136,22.249698,43.408667,Бурдимо
137,20.40572,43.070849,Црквине
138,22.288261,43.551627,Трговиште
139,21.8628,42.848979,Жабљане
140,22.378274,42.713988,Власина Стојковићева
141,22.194356,42.401164,Горњи Стајевац
142,22.074435,42.615176,Врбово
143,22.478079,42.478828,Радичевци
144,21.424697,43.139472,Трнови Лаз
145,21.667212,42.309151,Прешево
146,20.11025,43.062647,Бороштица
147,22.046122,43.38049,Градска општина Пантелеј
148,22.105564,43.052794,Пискупово
149,21.84526,42.690645,Градска општина Врање
150,22.551478,43.340552,Ћуштица
151,21.296773,42.978453,Мала Косаница
152,21.8115,42.517392,Градска општина Врање
153,22.461213,43.400649,Вртовац
154,20.312821,43.595356,Осоница
155,21.829711,43.344501,Градска општина Црвени Крст
156,21.713271,42.42166,Несалце
157,22.636718,42.995698,Власи
158,21.837117,44.06009,Злот
159,21.259349,43.060004,Куршумлијска Бања
160,19.550345,43.546194,Бања
161,19.833549,45.267136,Novi Sad
